chrom	type	start	end	name	locus_tag	old_locus_tag	RefSeq	product
1	gene	921937	923145	SAUSA300_RS04560	SAUSA300_RS04560	SAUSA300_0844	YP_499431.1	NAD(P)/FAD-dependent oxidoreductase
1	gene	923276	924751	SAUSA300_RS04565	SAUSA300_RS04565	SAUSA300_0845	YP_499432.1	M17 family metallopeptidase
1	gene	925162	926478	SAUSA300_RS04570	SAUSA300_RS04570	SAUSA300_0846	YP_499433.1	Na+/H+ antiporter family protein
1	gene	926497	926871	SAUSA300_RS04575	SAUSA300_RS04575	SAUSA300_0847	YP_499434.1	PaaI family thioesterase
1	gene	926927	928081	SAUSA300_RS04580	SAUSA300_RS04580	SAUSA300_0848	YP_499435.1	FAD/NAD(P)-binding protein
1	gene	928330	928686	mnhG1	SAUSA300_RS04585	SAUSA300_0849	YP_499436.1	Na+/H+ antiporter Mnh1 subunit G
1	gene	928664	928957	mnhF1	SAUSA300_RS04590	SAUSA300_0850	YP_499437.1	Na+/H+ antiporter Mnh1 subunit F
1	gene	928957	929436	mnhE1	SAUSA300_RS04595	SAUSA300_0851	YP_499438.1	Na+/H+ antiporter Mnh1 subunit E
1	gene	929438	930934	mnhD1	SAUSA300_RS04600	SAUSA300_0852	YP_499439.1	Na+/H+ antiporter Mnh1 subunit D
1	gene	930927	931268	mnhC1	SAUSA300_RS04605	SAUSA300_0853	WP_000402803.1	Na+/H+ antiporter Mnh1 subunit C
1	gene	931268	931696	mnhB1	SAUSA300_RS04610	SAUSA300_0854	YP_499441.1	Na+/H+ antiporter Mnh1 subunit B
1	gene	931689	934094	mnhA1	SAUSA300_RS04615	SAUSA300_0855	YP_499442.1	Na+/H+ antiporter Mnh1 subunit A
1	gene	934225	934608	SAUSA300_RS04620	SAUSA300_RS04620	SAUSA300_0856	YP_499443.1	kinase-associated lipoprotein B
1	gene	934672	935265	SAUSA300_RS04625	SAUSA300_RS04625	SAUSA300_0857	YP_499444.1	peptidylprolyl isomerase
1	gene	935681	936058	SAUSA300_RS04630	SAUSA300_RS04630	SAUSA300_0858	WP_001067296.1	S1 RNA-binding domain-containing protein
1	gene	936420	937547	SAUSA300_RS04635	SAUSA300_RS04635	SAUSA300_0859	YP_499446.1	NADH-dependent flavin oxidoreductase
1	gene	937855	939045	SAUSA300_RS04640	SAUSA300_RS04640	SAUSA300_0860	YP_499447.1	ornithine--oxo-acid transaminase
1	gene	939154	940398	SAUSA300_RS04645	SAUSA300_RS04645	SAUSA300_0861	YP_499448.1	Glu/Leu/Phe/Val dehydrogenase
1	gene	940901	941830	SAUSA300_RS04655	SAUSA300_RS04655	SAUSA300_0862	YP_499450.1	glycerophosphodiester phosphodiesterase
1	gene	942072	943451	argH	SAUSA300_RS04660	SAUSA300_0863	YP_499451.1	argininosuccinate lyase
1	gene	943441	944646	SAUSA300_RS04665	SAUSA300_RS04665	SAUSA300_0864	YP_499452.1	argininosuccinate synthase
1	gene	944997	946328	SAUSA300_RS04670	SAUSA300_RS04670	SAUSA300_0865	YP_499453.1	glucose-6-phosphate isomerase
1	gene	946653	947228	SAUSA300_RS04675	SAUSA300_RS04675	SAUSA300_0866	YP_499454.1	TVP38/TMEM64 family protein
1	gene	947233	947757	lepB	SAUSA300_RS04680	SAUSA300_0867	YP_499455.1	signal peptidase I
1	gene	947773	948348	lepB	SAUSA300_RS04685	SAUSA300_0868	WP_002465318.1	signal peptidase I
1	gene	948508	951984	addB	SAUSA300_RS04690	SAUSA300_0869	YP_499457.1	helicase-exonuclease AddAB subunit AddB
1	gene	951985	955638	addA	SAUSA300_RS04695	SAUSA300_0870	YP_499458.1	helicase-exonuclease AddAB subunit AddA
1	gene	955804	956706	SAUSA300_RS04700	SAUSA300_RS04700	SAUSA300_0871	YP_499459.1	fumarylacetoacetate hydrolase family protein
1	gene	957035	957424	SAUSA300_RS04705	SAUSA300_RS04705	SAUSA300_0872	YP_499460.1	YisL family protein
1	gene	957595	958911	SAUSA300_RS04710	SAUSA300_RS04710	SAUSA300_0873	YP_499461.1	CoA-disulfide reductase
1	gene	958963	959787	SAUSA300_RS04715	SAUSA300_RS04715	SAUSA300_0874	YP_499462.1	Cof-type HAD-IIB family hydrolase
1	gene	959901	960209	SAUSA300_RS04720	SAUSA300_RS04720	SAUSA300_0875	WP_002465312.1	metal-sulfur cluster assembly factor
1	gene	960756	962570	SAUSA300_RS04725	SAUSA300_RS04725	SAUSA300_0876	YP_499464.1	acetyltransferase
1	gene	962773	965382	clpB	SAUSA300_RS04730	SAUSA300_0877	YP_499465.1	ATP-dependent chaperone ClpB
1	gene	965441	966310	SAUSA300_RS04735	SAUSA300_RS04735	SAUSA300_0878	YP_499466.1	LysR family transcriptional regulator
1	gene	966420	967565	SAUSA300_RS04740	SAUSA300_RS04740	SAUSA300_0879	YP_499467.1	2-isopropylmalate synthase
1	gene	967549	968190	SAUSA300_RS04745	SAUSA300_RS04745	SAUSA300_0880	YP_499468.1	L-threonylcarbamoyladenylate synthase
1	gene	968183	969301	SAUSA300_RS04750	SAUSA300_RS04750	SAUSA300_0881	YP_499469.1	membrane protein
1	gene	969285	969800	SAUSA300_RS04755	SAUSA300_RS04755	SAUSA300_0882	YP_499470.1	YbhB/YbcL family Raf kinase inhibitor-like protein
1	gene	970111	970545	SAUSA300_RS04760	SAUSA300_RS04760	SAUSA300_0883	WP_000769690.1	MAP domain-containing protein
1	gene	970802	970987	SAUSA300_RS04765	SAUSA300_RS04765	SAUSA300_0884	YP_499472.1	YjzD family protein
1	gene	971282	972223	SAUSA300_RS04770	SAUSA300_RS04770	SAUSA300_0885	YP_499473.1	ketoacyl-ACP synthase III
1	gene	972235	973479	fabF	SAUSA300_RS04775	SAUSA300_0886	YP_499474.1	beta-ketoacyl-ACP synthase II
1	pseudogene	973534	973906	SAUSA300_RS04780	SAUSA300_RS04780		YP_499475.1	DUF3899 domain-containing protein
1	gene	974149	975075	SAUSA300_RS04785	SAUSA300_RS04785	SAUSA300_0887	YP_499476.1	ABC transporter permease
1	gene	975075	976145	SAUSA300_RS04790	SAUSA300_RS04790	SAUSA300_0888	YP_499477.1	ABC transporter permease
1	gene	976162	977244	SAUSA300_RS04795	SAUSA300_RS04795	SAUSA300_0889	YP_499478.1	ABC transporter ATP-binding protein
1	gene	977234	978175	SAUSA300_RS04800	SAUSA300_RS04800	SAUSA300_0890	YP_499479.1	ATP-binding cassette domain-containing protein
1	gene	978194	979849	SAUSA300_RS04805	SAUSA300_RS04805	SAUSA300_0891	YP_499480.1	peptide ABC transporter substrate-binding protein
1	gene	980061	981776	SAUSA300_RS04810	SAUSA300_RS04810	SAUSA300_0892	YP_499481.1	ABC transporter substrate-binding protein
1	gene	981827	982813	SAUSA300_RS04815	SAUSA300_RS04815	SAUSA300_0893	YP_499482.1	ABC transporter ATP-binding protein
1	gene	982816	983796	SAUSA300_RS04820	SAUSA300_RS04820	SAUSA300_0894	YP_499483.1	dipeptide ABC transporter ATP-binding protein
1	gene	983789	984751	SAUSA300_RS04825	SAUSA300_RS04825	SAUSA300_0895	YP_499484.1	ABC transporter permease
1	gene	984763	985644	SAUSA300_RS04830	SAUSA300_RS04830	SAUSA300_0896	YP_499485.1	ABC transporter permease
1	gene	985686	986675	trpS	SAUSA300_RS04835	SAUSA300_0897	YP_499486.1	tryptophan--tRNA ligase
1	gene	986970	987365	spxA	SAUSA300_RS04840	SAUSA300_0898	YP_499487.1	transcriptional regulator Spx
1	gene	987736	988455	mecA	SAUSA300_RS04845	SAUSA300_0899	YP_499488.1	adaptor protein MecA
1	pseudogene	988576	989561	SAUSA300_RS04850	SAUSA300_RS04850	SAUSA300_0901	YP_499489.1	competence protein CoiA
1	gene	989609	991417	pepF	SAUSA300_RS04855	SAUSA300_0902	YP_499490.1	oligoendopeptidase F
1	gene	991877	992683	yjbH	SAUSA300_RS04860	SAUSA300_0903	YP_499491.1	protease adaptor protein YjbH
1	gene	992706	993071	SAUSA300_RS04865	SAUSA300_RS04865	SAUSA300_0904	WP_000214067.1	truncated hemoglobin
1	gene	993175	993768	SAUSA300_RS04870	SAUSA300_RS04870	SAUSA300_0905	YP_499493.1	CYTH domain-containing protein
1	gene	993954	994301	SAUSA300_RS04875	SAUSA300_RS04875	SAUSA300_0906	YP_499494.1	hypothetical protein
1	gene	994318	994953	SAUSA300_RS04880	SAUSA300_RS04880	SAUSA300_0907	YP_499495.1	GTP pyrophosphokinase family protein
1	gene	994970	995779	SAUSA300_RS04885	SAUSA300_RS04885	SAUSA300_0908	YP_499496.1	NAD kinase
1	gene	995776	996630	SAUSA300_RS04890	SAUSA300_RS04890	SAUSA300_0909	YP_499497.1	RluA family pseudouridine synthase
1	gene	996651	998036	mgtE	SAUSA300_RS04895	SAUSA300_0910	YP_499498.1	magnesium transporter
1	gene	998046	999890	SAUSA300_RS04900	SAUSA300_RS04900	SAUSA300_0911	YP_499499.1	monovalent cation:proton antiporter family protein
1	gene	1000168	1000938	fabI	SAUSA300_RS04905	SAUSA300_0912	YP_499500.1	enoyl-ACP reductase FabI
1	gene	1001133	1002218	SAUSA300_RS04910	SAUSA300_RS04910	SAUSA300_0913	YP_499501.1	AI-2E family transporter
1	gene	1002560	1004128	SAUSA300_RS04915	SAUSA300_RS04915	SAUSA300_0914	YP_499502.1	alanine:cation symporter family protein
1	gene	1004270	1005028	SAUSA300_RS04920	SAUSA300_RS04920	SAUSA300_0915	YP_499503.1	esterase family protein
1	gene	1005222	1005731	SAUSA300_RS04925	SAUSA300_RS04925	SAUSA300_0916	YP_499504.1	YjcG family protein
1	gene	1005844	1007034	SAUSA300_RS04930	SAUSA300_RS04930	SAUSA300_0917	WP_001154225.1	MFS transporter
1	gene	1007012	1008187	SAUSA300_RS04935	SAUSA300_RS04935	SAUSA300_0918	YP_499506.1	diglucosyl diacylglycerol synthase
1	gene	1008620	1010101	SAUSA300_RS04940	SAUSA300_RS04940	SAUSA300_0919	YP_499507.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
1	gene	1010085	1010345	SAUSA300_RS04945	SAUSA300_RS04945	SAUSA300_0920	YP_499508.1	YueH family protein
1	gene	1010345	1011907	SAUSA300_RS04950	SAUSA300_RS04950	SAUSA300_0921	YP_499509.1	peptide chain release factor 3
1	gene	1012209	1013012	SAUSA300_RS04955	SAUSA300_RS04955	SAUSA300_0922	YP_499510.1	TerC family protein
1	gene	1013231	1015555	SAUSA300_RS04960	SAUSA300_RS04960	SAUSA300_0923	YP_499511.1	serine protease
1	gene	1015572	1016930	SAUSA300_RS04965	SAUSA300_RS04965	SAUSA300_0924	YP_499512.1	TrkH family potassium uptake protein
1	gene	1017069	1018580	SAUSA300_RS04970	SAUSA300_RS04970	SAUSA300_0925	YP_499513.1	bifunctional metallophosphatase/5'-nucleotidase
1	gene	1018760	1018848	SAUSA300_RS04975	SAUSA300_RS04975	SAUSA300_0926		
1	gene	1018851	1018925	SAUSA300_RS04980	SAUSA300_RS04980	SAUSA300_0927		
1	gene	1019067	1019636	SAUSA300_RS04985	SAUSA300_RS04985	SAUSA300_0928	WP_001619687.1	competence protein ComK
1	gene	1019846	1020064	SAUSA300_RS04990	SAUSA300_RS04990	SAUSA300_0929	YP_499515.1	IDEAL domain-containing protein
1	gene	1020145	1021131	SAUSA300_RS04995	SAUSA300_RS04995	SAUSA300_0930	YP_499516.1	lipoate--protein ligase
1	gene	1021330	1021506	SAUSA300_RS05000	SAUSA300_RS05000	SAUSA300_0931	YP_499517.1	YkvS family protein
1	gene	1021521	1022123	SAUSA300_RS05005	SAUSA300_RS05005	SAUSA300_0932	YP_499518.1	CPBP family intramembrane metalloprotease
1	pseudogene	1022356	1022501	SAUSA300_RS05010	SAUSA300_RS05010	SAUSA300_0933	YP_500662.1	putative holin-like toxin
1	gene	1023040	1023141	SAUSA300_RS05015	SAUSA300_RS05015		YP_499520.1	hypothetical protein
1	gene	1023151	1023423	SAUSA300_RS15255	SAUSA300_RS15255		WP_001790097.1	lactococcin 972 family bacteriocin
1	gene	1023467	1025431	SAUSA300_RS05020	SAUSA300_RS05020	SAUSA300_0934	YP_499521.1	bacteriocin-associated integral membrane family protein
1	gene	1025434	1025754	SAUSA300_RS05025	SAUSA300_RS05025	SAUSA300_0935	YP_499522.1	YxeA family protein
1	gene	1025751	1026392	SAUSA300_RS05030	SAUSA300_RS05030	SAUSA300_0936	YP_499523.1	ABC transporter ATP-binding protein
1	gene	1026480	1026770	SAUSA300_RS15260	SAUSA300_RS15260	SAUSA300_0937	YP_499524.1	hypothetical protein
1	gene	1027049	1027336	SAUSA300_RS05040	SAUSA300_RS05040	SAUSA300_0938	YP_499525.1	hypothetical protein
1	gene	1027342	1028823	SAUSA300_RS05045	SAUSA300_RS05045	SAUSA300_0939	WP_000719177.1	glycosyltransferase
1	gene	1028912	1029268	SAUSA300_RS05050	SAUSA300_RS05050	SAUSA300_0940	YP_499528.1	DoxX family protein
1	gene	1029745	1030704	SAUSA300_RS05055	SAUSA300_RS05055	SAUSA300_0941	WP_001081330.1	ABC transporter substrate-binding protein
1	gene	1030750	1030881	SAUSA300_RS05060	SAUSA300_RS05060		YP_499530.1	hypothetical protein
1	gene	1030945	1031160	SAUSA300_RS05065	SAUSA300_RS05065	SAUSA300_0942	WP_000867358.1	TM2 domain-containing protein
1	gene	1031325	1031876	SAUSA300_RS05070	SAUSA300_RS05070	SAUSA300_0943	YP_499532.1	GNAT family N-acetyltransferase
1	gene	1031928	1032866	SAUSA300_RS05075	SAUSA300_RS05075	SAUSA300_0944	YP_499533.1	1%2C4-dihydroxy-2-naphthoate polyprenyltransferase
1	gene	1033048	1034409	SAUSA300_RS05080	SAUSA300_RS05080	SAUSA300_0945	WP_000190617.1	isochorismate synthase MenF
1	gene	1034396	1036069	menD	SAUSA300_RS05085	SAUSA300_0946	YP_499536.1	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1	gene	1036056	1036859	menH	SAUSA300_RS05090	SAUSA300_0947	YP_499537.1	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
1	gene	1036852	1037673	menB	SAUSA300_RS05095	SAUSA300_0948	YP_499538.1	1%2C4-dihydroxy-2-naphthoyl-CoA synthase
1	gene	1037912	1038241	sspC	SAUSA300_RS05100	SAUSA300_0949	YP_499539.1	staphostatin B
1	gene	1038279	1039460	sspB	SAUSA300_RS05105	SAUSA300_0950	YP_499540.1	cysteine protease staphopain B
1	gene	1039542	1040552	sspA	SAUSA300_RS05110	SAUSA300_0951	YP_499541.1	Glu-specific serine endopeptidase SspA
1	gene	1041080	1042234	SAUSA300_RS05115	SAUSA300_RS05115	SAUSA300_0952	YP_499542.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
1	gene	1042430	1043440	SAUSA300_RS05120	SAUSA300_RS05120	SAUSA300_0953	YP_499543.1	acyltransferase family protein
1	gene	1043593	1044012	SAUSA300_RS05125	SAUSA300_RS05125	SAUSA300_0954	YP_499544.1	MarR family transcriptional regulator
1	gene	1044039	1044149	SAUSA300_RS05130	SAUSA300_RS05130		YP_499545.1	hypothetical protein
1	gene	1044219	1047989	SAUSA300_RS05135	SAUSA300_RS05135	SAUSA300_0955	YP_499546.1	glucosaminidase domain-containing protein
1	gene	1048217	1048651	SAUSA300_RS05140	SAUSA300_RS05140	SAUSA300_0956	YP_499547.1	GNAT family N-acetyltransferase
1	gene	1048806	1049276	SAUSA300_RS05145	SAUSA300_RS05145	SAUSA300_0957	YP_499548.1	osmotic stress response protein
1	gene	1049324	1050541	SAUSA300_RS05150	SAUSA300_RS05150	SAUSA300_0958	YP_499549.1	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase
1	gene	1050992	1052185	fmtA	SAUSA300_RS05155	SAUSA300_0959	YP_499550.1	teichoic acid D-Ala esterase FmtA
1	gene	1052722	1053000	qoxD	SAUSA300_RS05160	SAUSA300_0960	YP_499551.1	cytochrome aa3 quinol oxidase subunit IV
1	gene	1053009	1053614	qoxC	SAUSA300_RS05165	SAUSA300_0961	YP_499552.1	cytochrome aa3 quinol oxidase subunit III
1	gene	1053604	1055592	qoxB	SAUSA300_RS05170	SAUSA300_0962	WP_001010769.1	cytochrome aa3 quinol oxidase subunit I
1	gene	1055592	1056692	qoxA	SAUSA300_RS05175	SAUSA300_0963	YP_499554.1	cytochrome aa3 quinol oxidase subunit II
1	gene	1056994	1057116	SAUSA300_RS05180	SAUSA300_RS05180		YP_499555.1	hypothetical protein
1	gene	1057264	1057581	SAUSA300_RS05185	SAUSA300_RS05185	SAUSA300_0964	YP_499556.1	DUF5011 domain-containing protein
1	gene	1058386	1059246	folD	SAUSA300_RS05190	SAUSA300_0965	YP_499557.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
1	gene	1059447	1059929	purE	SAUSA300_RS05195	SAUSA300_0966	WP_002465404.1	5-(carboxyamino)imidazole ribonucleotide mutase
1	gene	1059916	1061040	purK	SAUSA300_RS05200	SAUSA300_0967	YP_499559.1	5-(carboxyamino)imidazole ribonucleotide synthase
1	gene	1061044	1061748	SAUSA300_RS05205	SAUSA300_RS05205	SAUSA300_0968	YP_499560.1	phosphoribosylaminoimidazolesuccinocarboxamide synthase
1	gene	1061748	1062011	purS	SAUSA300_RS05210	SAUSA300_0969	YP_499561.1	phosphoribosylformylglycinamidine synthase subunit PurS
1	gene	1062013	1062684	purQ	SAUSA300_RS05215	SAUSA300_0970	YP_499562.1	phosphoribosylformylglycinamidine synthase I
1	gene	1062677	1064866	purL	SAUSA300_RS05220	SAUSA300_0971	YP_499563.1	phosphoribosylformylglycinamidine synthase subunit PurL
1	gene	1064845	1066329	SAUSA300_RS05225	SAUSA300_RS05225	SAUSA300_0972	YP_499564.1	amidophosphoribosyltransferase
1	gene	1066322	1067350	SAUSA300_RS05230	SAUSA300_RS05230	SAUSA300_0973	YP_499565.1	phosphoribosylformylglycinamidine cyclo-ligase
1	gene	1067353	1067919	purN	SAUSA300_RS05235	SAUSA300_0974	YP_499566.1	phosphoribosylglycinamide formyltransferase
1	gene	1067934	1069412	purH	SAUSA300_RS05240	SAUSA300_0975	YP_499567.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
1	gene	1069434	1070681	SAUSA300_RS05245	SAUSA300_RS05245	SAUSA300_0976	YP_499568.1	phosphoribosylamine--glycine ligase
1	gene	1070946	1071752	SAUSA300_RS05250	SAUSA300_RS05250	SAUSA300_0977	YP_499569.1	energy-coupling factor transporter transmembrane protein EcfT
1	gene	1071745	1073145	SAUSA300_RS05255	SAUSA300_RS05255	SAUSA300_0978	YP_499570.1	ABC transporter ATP-binding protein
1	gene	1073160	1073735	SAUSA300_RS05260	SAUSA300_RS05260	SAUSA300_0979	YP_499571.1	ECF transporter S component
1	gene	1074319	1074453	graF	SAUSA300_RS05270		YP_499573.1	glycopeptide resistance-associated protein GraF
1	gene	1074605	1075900	SAUSA300_RS05275	SAUSA300_RS05275	SAUSA300_0980	YP_499574.1	hypothetical protein
1	gene	1076325	1077497	SAUSA300_RS05280	SAUSA300_RS05280	SAUSA300_0981	YP_499575.1	class I SAM-dependent rRNA methyltransferase
1	gene	1077551	1078093	SAUSA300_RS05285	SAUSA300_RS05285	SAUSA300_0982	YP_499576.1	hypothetical protein
1	gene	1078247	1078513	SAUSA300_RS05290	SAUSA300_RS05290	SAUSA300_0983	YP_499577.1	phosphocarrier protein HPr
1	gene	1078516	1080234	ptsP	SAUSA300_RS05295	SAUSA300_0984	YP_499578.1	phosphoenolpyruvate--protein phosphotransferase
1	gene	1080471	1080704	nrdH	SAUSA300_RS05300	SAUSA300_0985	YP_499579.1	glutaredoxin-like protein NrdH
1	gene	1080902	1082263	SAUSA300_RS05305	SAUSA300_RS05305	SAUSA300_0986	YP_499580.1	cytochrome ubiquinol oxidase subunit I
1	gene	1082260	1083279	SAUSA300_RS05310	SAUSA300_RS05310	SAUSA300_0987	YP_499581.1	cytochrome d ubiquinol oxidase subunit II
1	gene	1083412	1084074	SAUSA300_RS05315	SAUSA300_RS05315	SAUSA300_0988	YP_499582.1	TrkA family potassium uptake protein
1	gene	1084423	1086120	SAUSA300_RS05325	SAUSA300_RS05325	SAUSA300_0989	YP_499584.1	ribonuclease J
1	gene	1086120	1086338	SAUSA300_RS05330	SAUSA300_RS05330	SAUSA300_0990	YP_499585.1	DNA-dependent RNA polymerase auxiliary subunit epsilon family protein
1	gene	1086367	1086489	SAUSA300_RS05335	SAUSA300_RS05335		YP_499586.1	hypothetical protein
1	gene	1086819	1087370	SAUSA300_RS05340	SAUSA300_RS05340	SAUSA300_0991	YP_499587.1	peptide deformylase
1	gene	1087735	1088361	SAUSA300_RS05345	SAUSA300_RS05345	SAUSA300_0992	YP_499588.1	YkyA family protein
1	gene	1088532	1089644	pdhA	SAUSA300_RS05350	SAUSA300_0993	WP_002467471.1	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
1	gene	1089648	1090625	SAUSA300_RS05355	SAUSA300_RS05355	SAUSA300_0994	WP_017637695.1	alpha-ketoacid dehydrogenase subunit beta
1	gene	1090716	1092008	SAUSA300_RS05360	SAUSA300_RS05360	SAUSA300_0995	YP_499591.1	2-oxo acid dehydrogenase subunit E2
1	gene	1092012	1093418	lpdA	SAUSA300_RS05365	SAUSA300_0996	WP_009383646.1	dihydrolipoyl dehydrogenase
1	gene	1093586	1093861	SAUSA300_RS05370	SAUSA300_RS05370	SAUSA300_0997	YP_499593.1	UPF0223 family protein
1	gene	1094005	1094544	SAUSA300_RS05375	SAUSA300_RS05375	SAUSA300_0998	YP_499594.1	helix-turn-helix transcriptional regulator
1	gene	1094557	1095651	SAUSA300_RS05380	SAUSA300_RS05380	SAUSA300_0999	YP_499595.1	ABC transporter ATP-binding protein
1	gene	1095644	1096441	SAUSA300_RS05385	SAUSA300_RS05385	SAUSA300_1000	YP_499596.1	ABC transporter permease
1	gene	1096447	1097256	SAUSA300_RS05390	SAUSA300_RS05390	SAUSA300_1001	YP_499597.1	ABC transporter permease
1	gene	1097256	1098329	SAUSA300_RS05395	SAUSA300_RS05395	SAUSA300_1002	YP_499598.1	spermidine/putrescine ABC transporter substrate-binding protein
1	gene	1098403	1099422	SAUSA300_RS05400	SAUSA300_RS05400	SAUSA300_1003	YP_499599.1	DUF4064 domain-containing protein
1	gene	1099705	1100124	SAUSA300_RS05405	SAUSA300_RS05405	SAUSA300_1004	YP_499600.1	DUF4064 domain-containing protein
1	gene	1100206	1101558	SAUSA300_RS05410	SAUSA300_RS05410	SAUSA300_1005	YP_499601.1	Nramp family divalent metal transporter
1	gene	1101742	1102356	SAUSA300_RS05415	SAUSA300_RS05415	SAUSA300_1006	YP_499602.1	YktB family protein
1	gene	1102513	1103340	SAUSA300_RS05420	SAUSA300_RS05420	SAUSA300_1007	YP_499603.1	inositol monophosphatase
1	gene	1103494	1103685	SAUSA300_RS05425	SAUSA300_RS05425	SAUSA300_1008	YP_008530239.1	YlaF family protein
1	gene	1103787	1105634	typA	SAUSA300_RS05430	SAUSA300_1009	YP_499605.1	translational GTPase TypA
1	gene	1105774	1105941	SAUSA300_RS05435	SAUSA300_RS05435	SAUSA300_1010	YP_499606.1	YlaI family protein
1	gene	1105943	1106425	SAUSA300_RS05440	SAUSA300_RS05440	SAUSA300_1011	YP_499607.1	hypothetical protein
1	gene	1106566	1106841	SAUSA300_RS05445	SAUSA300_RS05445	SAUSA300_1012	YP_499608.1	YlaN family protein
1	gene	1107155	1108381	ftsW	SAUSA300_RS05450	SAUSA300_1013	YP_499609.1	cell division protein FtsW
1	gene	1108935	1112387	SAUSA300_RS05455	SAUSA300_RS05455	SAUSA300_1014	YP_499610.1	pyruvate carboxylase
1	gene	1112527	1113438	SAUSA300_RS05460	SAUSA300_RS05460	SAUSA300_1015	WP_000467197.1	heme A synthase
1	gene	1113878	1114789	SAUSA300_RS05465	SAUSA300_RS05465	SAUSA300_1016	YP_499612.1	protoheme IX farnesyltransferase
1	gene	1114814	1115275	SAUSA300_RS05470	SAUSA300_RS05470	SAUSA300_1017	YP_499613.1	DUF420 domain-containing protein
1	gene	1115602	1116639	SAUSA300_RS05480	SAUSA300_RS05480	SAUSA300_1018	YP_499615.2	CAP domain-containing protein
1	gene	1116655	1117089	SAUSA300_RS05485	SAUSA300_RS05485	SAUSA300_1019	YP_499616.1	YlbF family regulator
1	gene	1117152	1118078	SAUSA300_RS05490	SAUSA300_RS05490	SAUSA300_1020	YP_499617.1	glycerophosphodiester phosphodiesterase
1	gene	1118317	1118571	SAUSA300_RS05495	SAUSA300_RS05495	SAUSA300_1021	YP_499618.1	YlbG family protein
1	gene	1118574	1118963	SAUSA300_RS05500	SAUSA300_RS05500	SAUSA300_1022	YP_499619.1	hypothetical protein
1	gene	1119033	1119575	rsmD	SAUSA300_RS05505	SAUSA300_1023	WP_002470236.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
1	gene	1119577	1120059	coaD	SAUSA300_RS05510	SAUSA300_1024	YP_499621.1	pantetheine-phosphate adenylyltransferase
1	gene	1120121	1121260	SAUSA300_RS05515	SAUSA300_RS05515	SAUSA300_1025	YP_499622.1	nucleotidyltransferase
